Name,EA2BX4 (eV),Part1,EPart1 (eV),Part2,EPart2 (eV),Part3,EPart3 (eV),Ef (eV),Efa (eV/atom),A1,A2,B,X1,X2,X3,X4,A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,A1 NumberofShells,A2 NumberofShells,B NumberofShells,X1 NumberofShells,X2 NumberofShells,X3 NumberofShells,X4 NumberofShells,A1 SpecificHeat,A2 SpecificHeat,B SpecificHeat,X1 SpecificHeat,X2 SpecificHeat,X3 SpecificHeat,X4 SpecificHeat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,A1 FirstIonization,A2 FirstIonization,B FirstIonization,X1 FirstIonization,X2 FirstIonization,X3 FirstIonization,X4 FirstIonization,A1 AtomicMass,A2 AtomicMass,B AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,A1 MeltingPoint,A2 MeltingPoint,B MeltingPoint,X1 MeltingPoint,X2 MeltingPoint,X3 MeltingPoint,X4 MeltingPoint
LiCsGeCl4,-5212.862866,GeCl2,"-3,384.43",LiCl,-627.3825355,CsCl,-1199.475381,-1.579614504,-0.225659215,Li,Cs,Ge,Cl,Cl,Cl,Cl,3,55,32,17,17,17,17,4,78,41,18,18,18,18,2,6,4,3,3,3,3,3.582,0.242,0.32,0.479,0.479,0.479,0.479,0.534,1.87,5.32,0.00321,0.00321,0.00321,0.00321,2.1,3.3,1.5,0.97,0.97,0.97,0.97,5.3917,3.8939,7.8994,12.9676,12.9676,12.9676,12.9676,6.941,132.905,72.64,35.453,35.453,35.453,35.453,453.85,301.7,1211.45,172.31,172.31,172.31,172.31
LiRbGeBr4,-5291.359368,GeBr2,-3464.908062,LiBr,-669.167853,RbBr,-1156.14806,-1.135393188,-0.162199027,Li,Rb,Ge,Br,Br,Br,Br,3,37,32,35,35,35,35,4,48,41,45,45,45,45,2,5,4,4,4,4,4,3.582,0.363,0.32,0.474,0.474,0.474,0.474,0.534,1.53,5.32,3.12,3.12,3.12,3.12,2.1,3,1.5,1.1,1.1,1.1,1.1,5.3917,4.1771,7.8994,11.8138,11.8138,11.8138,11.8138,6.941,85.468,72.64,79.904,79.904,79.904,79.904,453.85,312.79,1211.45,266.05,266.05,266.05,266.05
LiCsGeBr4,-5376.161027,GeBr2,-3464.908062,LiBr,-669.167853,CsBr,-1240.628356,-1.456756631,-0.20810809,Li,Cs,Ge,Br,Br,Br,Br,3,55,32,35,35,35,35,4,78,41,45,45,45,45,2,6,4,4,4,4,4,3.582,0.242,0.32,0.474,0.474,0.474,0.474,0.534,1.87,5.32,3.12,3.12,3.12,3.12,2.1,3.3,1.5,1.1,1.1,1.1,1.1,5.3917,3.8939,7.8994,11.8138,11.8138,11.8138,11.8138,6.941,132.905,72.64,79.904,79.904,79.904,79.904,453.85,301.7,1211.45,266.05,266.05,266.05,266.05
LiRbGeI4,-6620.757917,GeI2,-4131.113997,LiI,"-1,000.47",RbI,-1488.800176,-0.373744088,-0.053392013,Li,Rb,Ge,I,I,I,I,3,37,32,53,53,53,53,4,48,41,74,74,74,74,2,5,4,5,5,5,5,3.582,0.363,0.32,0.214,0.214,0.214,0.214,0.534,1.53,5.32,4.93,4.93,4.93,4.93,2.1,3,1.5,1.3,1.3,1.3,1.3,5.3917,4.1771,7.8994,10.4513,10.4513,10.4513,10.4513,6.941,85.468,72.64,126.904,126.904,126.904,126.904,453.85,312.79,1211.45,386.65,386.65,386.65,386.65
LiCsGeI4,-6705.429343,GeI2,-4131.113997,LiI,"-1,000.47",CsI,-1573.613349,-0.231996882,-0.033142412,Li,Cs,Ge,I,I,I,I,3,55,32,53,53,53,53,4,78,41,74,74,74,74,2,6,4,5,5,5,5,3.582,0.242,0.32,0.214,0.214,0.214,0.214,0.534,1.87,5.32,4.93,4.93,4.93,4.93,2.1,3.3,1.5,1.3,1.3,1.3,1.3,5.3917,3.8939,7.8994,10.4513,10.4513,10.4513,10.4513,6.941,132.905,72.64,126.904,126.904,126.904,126.904,453.85,301.7,1211.45,386.65,386.65,386.65,386.65
LiRbSnF4,-5592.719681,SnF2,"-3,372.91",LiF,-865.8320455,RbF,-1353.873619,-0.102759199,-0.014679886,Li,Rb,Sn,F,F,F,F,3,37,50,9,9,9,9,4,48,69,10,10,10,10,2,5,5,2,2,2,2,3.582,0.363,0.228,0.824,0.824,0.824,0.824,0.534,1.53,7.29,0.0017,0.0017,0.0017,0.0017,2.1,3,1.7,0.57,0.57,0.57,0.57,5.3917,4.1771,7.3439,17.4228,17.4228,17.4228,17.4228,6.941,85.468,118.71,18.998,18.998,18.998,18.998,453.85,312.79,505.21,53.63,53.63,53.63,53.63
LiCsSnF4,-5678.676153,SnF2,"-3,372.91",LiF,-865.8320455,CsF,-1437.835438,-2.097412477,-0.299630354,Li,Cs,Sn,F,F,F,F,3,55,50,9,9,9,9,4,78,69,10,10,10,10,2,6,5,2,2,2,2,3.582,0.242,0.228,0.824,0.824,0.824,0.824,0.534,1.87,7.29,0.0017,0.0017,0.0017,0.0017,2.1,3.3,1.7,0.57,0.57,0.57,0.57,5.3917,3.8939,7.3439,17.4228,17.4228,17.4228,17.4228,6.941,132.905,118.71,18.998,18.998,18.998,18.998,453.85,301.7,505.21,53.63,53.63,53.63,53.63
LiRbSnCl4,-4639.372672,SnCl2,"-2,896.18",LiCl,-627.3825355,RbCl,-1115.301352,-0.512687169,-0.073241024,Li,Rb,Sn,Cl,Cl,Cl,Cl,3,37,50,17,17,17,17,4,48,69,18,18,18,18,2,5,5,3,3,3,3,3.582,0.363,0.228,0.479,0.479,0.479,0.479,0.534,1.53,7.29,0.00321,0.00321,0.00321,0.00321,2.1,3,1.7,0.97,0.97,0.97,0.97,5.3917,4.1771,7.3439,12.9676,12.9676,12.9676,12.9676,6.941,85.468,118.71,35.453,35.453,35.453,35.453,453.85,312.79,505.21,172.31,172.31,172.31,172.31
LiCsSnCl4,-4724.105732,SnCl2,"-2,896.18",LiCl,-627.3825355,CsCl,-1199.475381,-1.071718293,-0.153102613,Li,Cs,Sn,Cl,Cl,Cl,Cl,3,55,50,17,17,17,17,4,78,69,18,18,18,18,2,6,5,3,3,3,3,3.582,0.242,0.228,0.479,0.479,0.479,0.479,0.534,1.87,7.29,0.00321,0.00321,0.00321,0.00321,2.1,3.3,1.7,0.97,0.97,0.97,0.97,5.3917,3.8939,7.3439,12.9676,12.9676,12.9676,12.9676,6.941,132.905,118.71,35.453,35.453,35.453,35.453,453.85,301.7,505.21,172.31,172.31,172.31,172.31
LiRbSnBr4,-4803.298801,SnBr2,-2977.570521,LiBr,-669.167853,RbBr,-1156.14806,-0.412366646,-0.058909521,Li,Rb,Sn,Br,Br,Br,Br,3,37,50,35,35,35,35,4,48,69,45,45,45,45,2,5,5,4,4,4,4,3.582,0.363,0.228,0.474,0.474,0.474,0.474,0.534,1.53,7.29,3.12,3.12,3.12,3.12,2.1,3,1.7,1.1,1.1,1.1,1.1,5.3917,4.1771,7.3439,11.8138,11.8138,11.8138,11.8138,6.941,85.468,118.71,79.904,79.904,79.904,79.904,453.85,312.79,505.21,266.05,266.05,266.05,266.05
LiCsSnBr4,-4887.301526,SnBr2,-2977.570521,LiBr,-669.167853,CsBr,-1240.628356,0.065203911,0.009314844,Li,Cs,Sn,Br,Br,Br,Br,3,55,50,35,35,35,35,4,78,69,45,45,45,45,2,6,5,4,4,4,4,3.582,0.242,0.228,0.474,0.474,0.474,0.474,0.534,1.87,7.29,3.12,3.12,3.12,3.12,2.1,3.3,1.7,1.1,1.1,1.1,1.1,5.3917,3.8939,7.3439,11.8138,11.8138,11.8138,11.8138,6.941,132.905,118.71,79.904,79.904,79.904,79.904,453.85,301.7,505.21,266.05,266.05,266.05,266.05
LiRbSnI4,-6131.576893,SnI2,"-3,641.95",LiI,"-1,000.47",RbI,-1488.800176,-0.352300392,-0.050328627,Li,Rb,Sn,I,I,I,I,3,37,50,53,53,53,53,4,48,69,74,74,74,74,2,5,5,5,5,5,5,3.582,0.363,0.228,0.214,0.214,0.214,0.214,0.534,1.53,7.29,4.93,4.93,4.93,4.93,2.1,3,1.7,1.3,1.3,1.3,1.3,5.3917,4.1771,7.3439,10.4513,10.4513,10.4513,10.4513,6.941,85.468,118.71,126.904,126.904,126.904,126.904,453.85,312.79,505.21,386.65,386.65,386.65,386.65
LiCsSnI4,-6216.285773,SnI2,"-3,641.95",LiI,"-1,000.47",CsI,-1573.613349,-0.248007186,-0.035429598,Li,Cs,Sn,I,I,I,I,3,55,50,53,53,53,53,4,78,69,74,74,74,74,2,6,5,5,5,5,5,3.582,0.242,0.228,0.214,0.214,0.214,0.214,0.534,1.87,7.29,4.93,4.93,4.93,4.93,2.1,3.3,1.7,1.3,1.3,1.3,1.3,5.3917,3.8939,7.3439,10.4513,10.4513,10.4513,10.4513,6.941,132.905,118.71,126.904,126.904,126.904,126.904,453.85,301.7,505.21,386.65,386.65,386.65,386.65
LiRbPbF4,-8973.86964,PbF2,-6753.838817,LiF,-865.8320455,RbF,-1353.873619,-0.325159057,-0.046451294,Li,Rb,Pb,F,F,F,F,3,37,82,9,9,9,9,4,48,125,10,10,10,10,2,5,6,2,2,2,2,3.582,0.363,0.129,0.824,0.824,0.824,0.824,0.534,1.53,11.3,0.0017,0.0017,0.0017,0.0017,2.1,3,1.8,0.57,0.57,0.57,0.57,5.3917,4.1771,7.4167,17.4228,17.4228,17.4228,17.4228,6.941,85.468,207.2,18.998,18.998,18.998,18.998,453.85,312.79,600.75,53.63,53.63,53.63,53.63
LiCsPbF4,-9054.749562,PbF2,-6753.838817,LiF,-865.8320455,CsF,-1437.835438,2.756737665,0.393819666,Li,Cs,Pb,F,F,F,F,3,55,82,9,9,9,9,4,78,125,10,10,10,10,2,6,6,2,2,2,2,3.582,0.242,0.129,0.824,0.824,0.824,0.824,0.534,1.87,11.3,0.0017,0.0017,0.0017,0.0017,2.1,3.3,1.8,0.57,0.57,0.57,0.57,5.3917,3.8939,7.4167,17.4228,17.4228,17.4228,17.4228,6.941,132.905,207.2,18.998,18.998,18.998,18.998,453.85,301.7,600.75,53.63,53.63,53.63,53.63
LiRbPbCl4,-8020.475498,PbCl2,"-6,276.55",LiCl,-627.3825355,RbCl,-1115.301352,-1.240395669,-0.177199381,Li,Rb,Pb,Cl,Cl,Cl,Cl,3,37,82,17,17,17,17,4,48,125,18,18,18,18,2,5,6,3,3,3,3,3.582,0.363,0.129,0.479,0.479,0.479,0.479,0.534,1.53,11.3,0.00321,0.00321,0.00321,0.00321,2.1,3,1.8,0.97,0.97,0.97,0.97,5.3917,4.1771,7.4167,12.9676,12.9676,12.9676,12.9676,6.941,85.468,207.2,35.453,35.453,35.453,35.453,453.85,312.79,600.75,172.31,172.31,172.31,172.31
LiCsPbCl4,-8105.209705,PbCl2,"-6,276.55",LiCl,-627.3825355,CsCl,-1199.475381,-1.800573793,-0.257224828,Li,Cs,Pb,Cl,Cl,Cl,Cl,3,55,82,17,17,17,17,4,78,125,18,18,18,18,2,6,6,3,3,3,3,3.582,0.242,0.129,0.479,0.479,0.479,0.479,0.534,1.87,11.3,0.00321,0.00321,0.00321,0.00321,2.1,3.3,1.8,0.97,0.97,0.97,0.97,5.3917,3.8939,7.4167,12.9676,12.9676,12.9676,12.9676,6.941,132.905,207.2,35.453,35.453,35.453,35.453,453.85,301.7,600.75,172.31,172.31,172.31,172.31
LiRbPbBr4,-8183.59078,PbBr2,"-6,357.67",LiBr,-669.167853,RbBr,-1156.14806,-0.60588684,-0.086555263,Li,Rb,Pb,Br,Br,Br,Br,3,37,82,35,35,35,35,4,48,125,45,45,45,45,2,5,6,4,4,4,4,3.582,0.363,0.129,0.474,0.474,0.474,0.474,0.534,1.53,11.3,3.12,3.12,3.12,3.12,2.1,3,1.8,1.1,1.1,1.1,1.1,5.3917,4.1771,7.4167,11.8138,11.8138,11.8138,11.8138,6.941,85.468,207.2,79.904,79.904,79.904,79.904,453.85,312.79,600.75,266.05,266.05,266.05,266.05
LiCsPbBr4,-8268.292961,PbBr2,"-6,357.67",LiBr,-669.167853,CsBr,-1240.628356,-0.827772283,-0.118253183,Li,Cs,Pb,Br,Br,Br,Br,3,55,82,35,35,35,35,4,78,125,45,45,45,45,2,6,6,4,4,4,4,3.582,0.242,0.129,0.474,0.474,0.474,0.474,0.534,1.87,11.3,3.12,3.12,3.12,3.12,2.1,3.3,1.8,1.1,1.1,1.1,1.1,5.3917,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,6.941,132.905,207.2,79.904,79.904,79.904,79.904,453.85,301.7,600.75,266.05,266.05,266.05,266.05
LiRbPbI4,-9512.41547,PbI2,"-7,023.17",LiI,"-1,000.47",RbI,-1488.800176,0.021645941,0.003092277,Li,Rb,Pb,I,I,I,I,3,37,82,53,53,53,53,4,48,125,74,74,74,74,2,5,6,5,5,5,5,3.582,0.363,0.129,0.214,0.214,0.214,0.214,0.534,1.53,11.3,4.93,4.93,4.93,4.93,2.1,3,1.8,1.3,1.3,1.3,1.3,5.3917,4.1771,7.4167,10.4513,10.4513,10.4513,10.4513,6.941,85.468,207.2,126.904,126.904,126.904,126.904,453.85,312.79,600.75,386.65,386.65,386.65,386.65
LiCsPbI4,-9597.122531,PbI2,"-7,023.17",LiI,"-1,000.47",CsI,-1573.613349,0.127758147,0.018251164,Li,Cs,Pb,I,I,I,I,3,55,82,53,53,53,53,4,78,125,74,74,74,74,2,6,6,5,5,5,5,3.582,0.242,0.129,0.214,0.214,0.214,0.214,0.534,1.87,11.3,4.93,4.93,4.93,4.93,2.1,3.3,1.8,1.3,1.3,1.3,1.3,5.3917,3.8939,7.4167,10.4513,10.4513,10.4513,10.4513,6.941,132.905,207.2,126.904,126.904,126.904,126.904,453.85,301.7,600.75,386.65,386.65,386.65,386.65
Li2GeF2ClBr,-5153.257527,GeF2,"-3,861.99",LiCl,-627.3825355,LiBr,-669.167853,5.286514,0.755216286,Li,Li,Ge,F,F,Cl,Br,3,3,32,9,9,17,35,4,4,41,10,10,18,45,2,2,4,2,2,3,4,3.582,3.582,0.32,0.824,0.824,0.479,0.474,0.534,0.534,5.32,0.0017,0.0017,0.00321,3.12,2.1,2.1,1.5,0.57,0.57,0.97,1.1,5.3917,5.3917,7.8994,17.4228,17.4228,12.9676,11.8138,6.941,6.941,72.64,18.998,18.998,35.453,79.904,453.85,453.85,1211.45,53.63,53.63,172.31,266.05
Li2GeF2ClI,-5485.592133,GeF2,"-3,861.99",LiCl,-627.3825355,LiI,"-1,000.47",4.257396,0.608199429,Li,Li,Ge,F,F,Cl,I,3,3,32,9,9,17,53,4,4,41,10,10,18,74,2,2,4,2,2,3,5,3.582,3.582,0.32,0.824,0.824,0.479,0.214,0.534,0.534,5.32,0.0017,0.0017,0.00321,4.93,2.1,2.1,1.5,0.57,0.57,0.97,1.3,5.3917,5.3917,7.8994,17.4228,17.4228,12.9676,10.4513,6.941,6.941,72.64,18.998,18.998,35.453,126.904,453.85,453.85,1211.45,53.63,53.63,172.31,386.65
Li2GeF2BrI,-5526.30301,GeF2,"-3,861.99",LiBr,-669.167853,LiI,"-1,000.47",5.3318365,0.761690929,Li,Li,Ge,F,F,Br,I,3,3,32,9,9,35,53,4,4,41,10,10,45,74,2,2,4,2,2,4,5,3.582,3.582,0.32,0.824,0.824,0.474,0.214,0.534,0.534,5.32,0.0017,0.0017,3.12,4.93,2.1,2.1,1.5,0.57,0.57,1.1,1.3,5.3917,5.3917,7.8994,17.4228,17.4228,11.8138,10.4513,6.941,6.941,72.64,18.998,18.998,79.904,126.904,453.85,453.85,1211.45,53.63,53.63,266.05,386.65
Li2GeCl2FBr,-4917.438766,GeCl2,"-3,384.43",LiF,-865.8320455,LiBr,-669.167853,1.986467789,0.283781113,Li,Li,Ge,Cl,Cl,F,Br,3,3,32,17,17,9,35,4,4,41,18,18,10,45,2,2,4,3,3,2,4,3.582,3.582,0.32,0.479,0.479,0.824,0.474,0.534,0.534,5.32,0.00321,0.00321,0.0017,3.12,2.1,2.1,1.5,0.97,0.97,0.57,1.1,5.3917,5.3917,7.8994,12.9676,12.9676,17.4228,11.8138,6.941,6.941,72.64,35.453,35.453,18.998,79.904,453.85,453.85,1211.45,172.31,172.31,53.63,266.05
Li2GeCl2FI,-5249.843288,GeCl2,"-3,384.43",LiF,-865.8320455,LiI,"-1,000.47",0.887433789,0.126776256,Li,Li,Ge,Cl,Cl,F,I,3,3,32,17,17,9,53,4,4,41,18,18,10,74,2,2,4,3,3,2,5,3.582,3.582,0.32,0.479,0.479,0.824,0.214,0.534,0.534,5.32,0.00321,0.00321,0.0017,4.93,2.1,2.1,1.5,0.97,0.97,0.57,1.3,5.3917,5.3917,7.8994,12.9676,12.9676,17.4228,10.4513,6.941,6.941,72.64,35.453,35.453,18.998,126.904,453.85,453.85,1211.45,172.31,172.31,53.63,386.65
Li2GeCl2BrI,-5052.546877,GeCl2,"-3,384.43",LiBr,-669.167853,LiI,"-1,000.47",1.51965229,0.217093184,Li,Li,Ge,Cl,Cl,Br,I,3,3,32,17,17,35,53,4,4,41,18,18,45,74,2,2,4,3,3,4,5,3.582,3.582,0.32,0.479,0.479,0.474,0.214,0.534,0.534,5.32,0.00321,0.00321,3.12,4.93,2.1,2.1,1.5,0.97,0.97,1.1,1.3,5.3917,5.3917,7.8994,12.9676,12.9676,11.8138,10.4513,6.941,6.941,72.64,35.453,35.453,79.904,126.904,453.85,453.85,1211.45,172.31,172.31,266.05,386.65
Li2GeBr2FCl,-4958.424842,GeBr2,-3464.908062,LiF,-865.8320455,LiCl,-627.3825355,-0.302199348,-0.043171335,Li,Li,Ge,Br,Br,F,Cl,3,3,32,35,35,9,17,4,4,41,45,45,10,18,2,2,4,4,4,2,3,3.582,3.582,0.32,0.474,0.474,0.824,0.479,0.534,0.534,5.32,3.12,3.12,0.0017,0.00321,2.1,2.1,1.5,1.1,1.1,0.57,0.97,5.3917,5.3917,7.8994,11.8138,11.8138,17.4228,12.9676,6.941,6.941,72.64,79.904,79.904,18.998,35.453,453.85,453.85,1211.45,266.05,266.05,53.63,172.31
Li2GeBr2FI,-5331.799,GeBr2,-3464.908062,LiF,-865.8320455,LiI,"-1,000.47",-0.585551848,-0.083650264,Li,Li,Ge,Br,Br,F,I,3,3,32,35,35,9,53,4,4,41,45,45,10,74,2,2,4,4,4,2,5,3.582,3.582,0.32,0.474,0.474,0.824,0.214,0.534,0.534,5.32,3.12,3.12,0.0017,4.93,2.1,2.1,1.5,1.1,1.1,0.57,1.3,5.3917,5.3917,7.8994,11.8138,11.8138,17.4228,10.4513,6.941,6.941,72.64,79.904,79.904,18.998,126.904,453.85,453.85,1211.45,266.05,266.05,53.63,386.65
Li2GeBr2ClI,-5093.671432,GeBr2,-3464.908062,LiCl,-627.3825355,LiI,"-1,000.47",-0.907493848,-0.129641978,Li,Li,Ge,Br,Br,Cl,I,3,3,32,35,35,17,53,4,4,41,45,45,18,74,2,2,4,4,4,3,5,3.582,3.582,0.32,0.474,0.474,0.479,0.214,0.534,0.534,5.32,3.12,3.12,0.00321,4.93,2.1,2.1,1.5,1.1,1.1,0.97,1.3,5.3917,5.3917,7.8994,11.8138,11.8138,12.9676,10.4513,6.941,6.941,72.64,79.904,79.904,35.453,126.904,453.85,453.85,1211.45,266.05,266.05,172.31,386.65
Li2GeI2FCl,-5623.249806,GeI2,-4131.113997,LiF,-865.8320455,LiCl,-627.3825355,1.078771971,0.154110282,Li,Li,Ge,I,I,F,Cl,3,3,32,53,53,9,17,4,4,41,74,74,10,18,2,2,4,5,5,2,3,3.582,3.582,0.32,0.214,0.214,0.824,0.479,0.534,0.534,5.32,4.93,4.93,0.0017,0.00321,2.1,2.1,1.5,1.3,1.3,0.57,0.97,5.3917,5.3917,7.8994,10.4513,10.4513,17.4228,12.9676,6.941,6.941,72.64,126.904,126.904,18.998,35.453,453.85,453.85,1211.45,386.65,386.65,53.63,172.31
Li2GeI2FBr,-5663.914487,GeI2,-4131.113997,LiF,-865.8320455,LiBr,-669.167853,2.199408471,0.31420121,Li,Li,Ge,I,I,F,Br,3,3,32,53,53,9,35,4,4,41,74,74,10,45,2,2,4,5,5,2,4,3.582,3.582,0.32,0.214,0.214,0.824,0.474,0.534,0.534,5.32,4.93,4.93,0.0017,3.12,2.1,2.1,1.5,1.3,1.3,0.57,1.1,5.3917,5.3917,7.8994,10.4513,10.4513,17.4228,11.8138,6.941,6.941,72.64,126.904,126.904,18.998,79.904,453.85,453.85,1211.45,386.65,386.65,53.63,266.05
Li2GeI2ClBr,-5426.16509,GeI2,-4131.113997,LiCl,-627.3825355,LiBr,-669.167853,1.499295471,0.214185067,Li,Li,Ge,I,I,Cl,Br,3,3,32,53,53,17,35,4,4,41,74,74,18,45,2,2,4,5,5,3,4,3.582,3.582,0.32,0.214,0.214,0.479,0.474,0.534,0.534,5.32,4.93,4.93,0.00321,3.12,2.1,2.1,1.5,1.3,1.3,0.97,1.1,5.3917,5.3917,7.8994,10.4513,10.4513,12.9676,11.8138,6.941,6.941,72.64,126.904,126.904,35.453,79.904,453.85,453.85,1211.45,386.65,386.65,172.31,266.05
Li2SnF2ClBr,-4664.781239,SnF2,"-3,372.91",LiCl,-627.3825355,LiBr,-669.167853,4.680407,0.668629571,Li,Li,Sn,F,F,Cl,Br,3,3,50,9,9,17,35,4,4,69,10,10,18,45,2,2,5,2,2,3,4,3.582,3.582,0.228,0.824,0.824,0.479,0.474,0.534,0.534,7.29,0.0017,0.0017,0.00321,3.12,2.1,2.1,1.7,0.57,0.57,0.97,1.1,5.3917,5.3917,7.3439,17.4228,17.4228,12.9676,11.8138,6.941,6.941,118.71,18.998,18.998,35.453,79.904,453.85,453.85,505.21,53.63,53.63,172.31,266.05
Li2SnF2ClI,-4997.104046,SnF2,"-3,372.91",LiCl,-627.3825355,LiI,"-1,000.47",3.663088,0.523298286,Li,Li,Sn,F,F,Cl,I,3,3,50,9,9,17,53,4,4,69,10,10,18,74,2,2,5,2,2,3,5,3.582,3.582,0.228,0.824,0.824,0.479,0.214,0.534,0.534,7.29,0.0017,0.0017,0.00321,4.93,2.1,2.1,1.7,0.57,0.57,0.97,1.3,5.3917,5.3917,7.3439,17.4228,17.4228,12.9676,10.4513,6.941,6.941,118.71,18.998,18.998,35.453,126.904,453.85,453.85,505.21,53.63,53.63,172.31,386.65
Li2SnF2BrI,-5037.840578,SnF2,"-3,372.91",LiBr,-669.167853,LiI,"-1,000.47",4.7118735,0.673124786,Li,Li,Sn,F,F,Br,I,3,3,50,9,9,35,53,4,4,69,10,10,45,74,2,2,5,2,2,4,5,3.582,3.582,0.228,0.824,0.824,0.474,0.214,0.534,0.534,7.29,0.0017,0.0017,3.12,4.93,2.1,2.1,1.7,0.57,0.57,1.1,1.3,5.3917,5.3917,7.3439,17.4228,17.4228,11.8138,10.4513,6.941,6.941,118.71,18.998,18.998,79.904,126.904,453.85,453.85,505.21,53.63,53.63,266.05,386.65
Li2SnCl2FBr,-4428.623378,SnCl2,"-2,896.18",LiF,-865.8320455,LiBr,-669.167853,2.552618,0.364659714,Li,Li,Sn,Cl,Cl,F,Br,3,3,50,17,17,9,35,4,4,69,18,18,10,45,2,2,5,3,3,2,4,3.582,3.582,0.228,0.479,0.479,0.824,0.474,0.534,0.534,7.29,0.00321,0.00321,0.0017,3.12,2.1,2.1,1.7,0.97,0.97,0.57,1.1,5.3917,5.3917,7.3439,12.9676,12.9676,17.4228,11.8138,6.941,6.941,118.71,35.453,35.453,18.998,79.904,453.85,453.85,505.21,172.31,172.31,53.63,266.05
Li2SnCl2FI,-4760.986817,SnCl2,"-2,896.18",LiF,-865.8320455,LiI,"-1,000.47",1.494667,0.213523857,Li,Li,Sn,Cl,Cl,F,I,3,3,50,17,17,9,53,4,4,69,18,18,10,74,2,2,5,3,3,2,5,3.582,3.582,0.228,0.479,0.479,0.824,0.214,0.534,0.534,7.29,0.00321,0.00321,0.0017,4.93,2.1,2.1,1.7,0.97,0.97,0.57,1.3,5.3917,5.3917,7.3439,12.9676,12.9676,17.4228,10.4513,6.941,6.941,118.71,35.453,35.453,18.998,126.904,453.85,453.85,505.21,172.31,172.31,53.63,386.65
Li2SnCl2BrI,-4563.813265,SnCl2,"-2,896.18",LiBr,-669.167853,LiI,"-1,000.47",2.0040265,0.2862895,Li,Li,Sn,Cl,Cl,Br,I,3,3,50,17,17,35,53,4,4,69,18,18,45,74,2,2,5,3,3,4,5,3.582,3.582,0.228,0.479,0.479,0.474,0.214,0.534,0.534,7.29,0.00321,0.00321,3.12,4.93,2.1,2.1,1.7,0.97,0.97,1.1,1.3,5.3917,5.3917,7.3439,12.9676,12.9676,11.8138,10.4513,6.941,6.941,118.71,35.453,35.453,79.904,126.904,453.85,453.85,505.21,172.31,172.31,266.05,386.65
Li2SnBr2FCl,-4469.379594,SnBr2,-2977.570521,LiF,-865.8320455,LiCl,-627.3825355,1.405508194,0.200786885,Li,Li,Sn,Br,Br,F,Cl,3,3,50,35,35,9,17,4,4,69,45,45,10,18,2,2,5,4,4,2,3,3.582,3.582,0.228,0.474,0.474,0.824,0.479,0.534,0.534,7.29,3.12,3.12,0.0017,0.00321,2.1,2.1,1.7,1.1,1.1,0.57,0.97,5.3917,5.3917,7.3439,11.8138,11.8138,17.4228,12.9676,6.941,6.941,118.71,79.904,79.904,18.998,35.453,453.85,453.85,505.21,266.05,266.05,53.63,172.31
Li2SnBr2FI,-4842.669753,SnBr2,-2977.570521,LiF,-865.8320455,LiI,"-1,000.47",1.206154694,0.172307813,Li,Li,Sn,Br,Br,F,I,3,3,50,35,35,9,53,4,4,69,45,45,10,74,2,2,5,4,4,2,5,3.582,3.582,0.228,0.474,0.474,0.824,0.214,0.534,0.534,7.29,3.12,3.12,0.0017,4.93,2.1,2.1,1.7,1.1,1.1,0.57,1.3,5.3917,5.3917,7.3439,11.8138,11.8138,17.4228,10.4513,6.941,6.941,118.71,79.904,79.904,18.998,126.904,453.85,453.85,505.21,266.05,266.05,53.63,386.65
Li2SnBr2ClI,-4604.76446,SnBr2,-2977.570521,LiCl,-627.3825355,LiI,"-1,000.47",0.661937694,0.094562528,Li,Li,Sn,Br,Br,Cl,I,3,3,50,35,35,17,53,4,4,69,45,45,18,74,2,2,5,4,4,3,5,3.582,3.582,0.228,0.474,0.474,0.479,0.214,0.534,0.534,7.29,3.12,3.12,0.00321,4.93,2.1,2.1,1.7,1.1,1.1,0.97,1.3,5.3917,5.3917,7.3439,11.8138,11.8138,12.9676,10.4513,6.941,6.941,118.71,79.904,79.904,35.453,126.904,453.85,453.85,505.21,266.05,266.05,172.31,386.65
Li2SnI2FCl,-5133.811274,SnI2,"-3,641.95",LiF,-865.8320455,LiCl,-627.3825355,1.357723667,0.193960524,Li,Li,Sn,I,I,F,Cl,3,3,50,53,53,9,17,4,4,69,74,74,10,18,2,2,5,5,5,2,3,3.582,3.582,0.228,0.214,0.214,0.824,0.479,0.534,0.534,7.29,4.93,4.93,0.0017,0.00321,2.1,2.1,1.7,1.3,1.3,0.57,0.97,5.3917,5.3917,7.3439,10.4513,10.4513,17.4228,12.9676,6.941,6.941,118.71,126.904,126.904,18.998,35.453,453.85,453.85,505.21,386.65,386.65,53.63,172.31
